"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","age_num","na_count"
"Adult","blue-collar","married","basic","no","yes","no","cellular","jul","mon",611,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",50,0
"Adult","blue-collar","married","basic","no","yes","no","cellular","may","tue",811,2,"No","nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"yes",51,2
"Adult","admin.","married","high.school","no","yes","no","cellular","apr","tue",111,1,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",57,0
"Jove-Adult","services","married","high.school","no","yes","no","cellular","jul","tue",1344,3,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",30,0
"Jove-Adult","services","married","high.school","no","yes","no","cellular","jul","tue",820,4,"No","nonexistent",1.4,93.918,-42.7,4.961,5228.1,"yes",33,0
"Jove-Adult","admin.","married","high.school","no","yes","no","cellular","may","mon",689,1,"No","nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",32,0
"Jove-Adult","technician","married","university.degree",NA,"yes","no","cellular","may","tue",426,1,"No","failure",-1.8,92.893,-46.2,1.291,5099.1,"yes",43,4
"Jove-Adult","admin.","single","university.degree","no","yes","no","cellular","aug","tue",1032,2,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",31,0
"Adult","self-employed","married","university.degree","no","yes","no","cellular","apr","thu",1463,2,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",50,0
"Jove-Adult","management","married","university.degree","no","yes","no","cellular","may","fri",663,1,"No","nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",43,0
"Adult","unemployed","married","basic",NA,"yes","no","telephone","may","thu",828,3,"No","nonexistent",1.1,93.994,-36.4,4.86,5191,"yes",58,1
"Jove-Adult","admin.","single","university.degree","no","no","yes","cellular","aug","mon",545,1,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",30,0
"Adult","blue-collar","married","basic",NA,"no","no","telephone","jun","thu",1149,2,"No","nonexistent",1.4,94.465,-41.8,4.866,5228.1,"yes",49,1
"Jove-Adult","blue-collar","married","basic",NA,"no","no","cellular","may","tue",658,1,"No","failure",-1.8,92.893,-46.2,1.291,5099.1,"yes",29,2
"Jove-Adult","admin.","married","university.degree","no","yes","no","cellular","aug","wed",547,1,"No","nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes",31,0
"Jove-Adult","admin.","single","high.school","no","no","no","cellular","may","fri",579,2,"Yes","success",-1.8,92.893,-46.2,1.313,5099.1,"yes",35,2
"Jove-Adult","admin.","divorced","university.degree","no","yes","no","cellular","may","mon",226,1,"No","nonexistent",-1.8,92.893,-46.2,1.354,5099.1,"yes",31,0
"Gran","unemployed","divorced","basic","no","no","yes","cellular","apr","tue",342,1,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",73,0
"Jove-Adult","management","single","university.degree","no","yes","no","cellular","mar","mon",116,1,"No","nonexistent",-1.8,92.843,-50,1.703,5099.1,"yes",32,0
"Adult","management","married","university.degree","no","no","no","cellular","may","wed",1205,1,"No","nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",57,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","telephone","oct","tue",154,1,"No","nonexistent",-0.1,93.798,-40.4,4.86,5195.8,"yes",31,0
"Adult","admin.","married","high.school","no","yes","no","cellular","apr","wed",903,2,"No","failure",-1.8,93.075,-47.1,1.415,5099.1,"yes",47,1
"Adult","blue-collar","married","basic","no","no","no","cellular","aug","wed",1044,2,"No","nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes",46,0
"Jove-Adult","blue-collar","married","basic","no","no","no","cellular","jul","wed",689,1,"No","nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",27,0
"Adult","admin.","divorced","university.degree","no","yes","no","cellular","may","fri",899,1,"No","nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"yes",59,0
"Adult","admin.","married","basic","no","yes","yes","cellular","may","wed",674,1,"No","nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",53,0
"Adult","blue-collar","divorced","basic","no","yes","no","cellular","nov","wed",1265,3,"No","nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",56,0
"Jove-Adult","admin.","single","high.school","no","yes","no","cellular","may","wed",653,1,"Yes","success",-1.8,92.893,-46.2,1.334,5099.1,"yes",34,0
"Jove-Adult","technician","single","professional.course","no","yes","no","cellular","may","mon",487,1,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",29,0
"Adult","technician","married","professional.course",NA,"yes","yes","telephone","jun","fri",705,7,"No","nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",50,1
"Adult","technician","married","professional.course","no","yes","no","cellular","nov","thu",329,4,"No","nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",47,0
"Jove","technician","single","basic","no","yes","no","telephone","jul","thu",1448,7,"No","nonexistent",1.4,93.918,-42.7,4.958,5228.1,"yes",24,0
"Gran","unemployed","married","basic","no","no","no","cellular","apr","tue",109,1,"No","failure",-1.8,93.075,-47.1,1.405,5099.1,"yes",75,1
"Jove-Adult","services","divorced","high.school","no","yes","yes","cellular","may","thu",874,1,"No","failure",-1.8,92.893,-46.2,1.266,5099.1,"yes",42,1
"Jove-Adult","admin.","single","university.degree","no","no","no","cellular","apr","thu",224,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30,0
"Jove-Adult","admin.","married","university.degree","no","yes","no","telephone","oct","mon",131,1,"No","nonexistent",-0.1,93.798,-40.4,4.912,5195.8,"yes",31,0
"Jove-Adult","unemployed","single","university.degree","no","yes","no","cellular","may","tue",775,3,"No","nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",30,0
"Jove-Adult","self-employed","single","university.degree","no","no","no","cellular","apr","thu",202,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",30,0
"Jove-Adult","blue-collar","single","high.school","no","no","no","cellular","may","mon",622.486634520613,1,"No","nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"yes",33,1
"Jove-Adult","technician","married","university.degree","no","yes","no","cellular","aug","thu",1579,2,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",35,2
"Jove-Adult","services","married","university.degree","no","no","no","cellular","apr","thu",237,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",39,0
"Adult","blue-collar","single","basic","no","no","no","cellular","apr","thu",309,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",47,0
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","may","thu",1030,1,"Yes","success",-1.8,92.893,-46.2,1.327,5099.1,"yes",32,0
"Jove-Adult","self-employed","single","university.degree","no","no","no","cellular","may","mon",637,4,"No","failure",-1.8,92.893,-46.2,1.244,5099.1,"yes",33,1
"Jove-Adult","admin.","married","high.school","no","no","no","telephone","may","tue",1392,2,"No","nonexistent",1.1,93.994,-36.4,4.856,5191,"yes",42,0
"Jove-Adult","technician","married","professional.course","no","yes","yes","cellular","aug","mon",882,4,"No","nonexistent",1.4,93.444,-36.1,4.963,5228.1,"yes",35,0
"Adult","unemployed","married","university.degree","no","no","no","cellular","apr","wed",124,2,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",65,0
"Jove-Adult","management","single","university.degree","no","no","no","cellular","nov","thu",500,2,"No","failure",-0.1,93.2,-42,4.076,5195.8,"yes",32,1
"Jove-Adult","admin.","divorced","high.school","no","yes","no","telephone","oct","tue",294,1,"No","nonexistent",-0.1,93.798,-40.4,4.968,5195.8,"yes",44,0
"Jove-Adult","admin.","single","university.degree","no","no","no","cellular","jul","fri",536,1,"No","nonexistent",1.4,93.918,-42.7,4.957,5228.1,"yes",35,0
"Jove","blue-collar","married","basic","no","yes","no","cellular","jul","wed",847.388984383222,6,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",21,1
"Jove-Adult","admin.","married","high.school","no","yes","no","cellular","may","thu",878,3,"No","failure",-1.8,92.893,-46.2,1.327,5099.1,"yes",42,3
"Jove-Adult","technician","single","professional.course","no","no","no","cellular","may","wed",687,2,"No","failure",-1.8,92.893,-46.2,1.334,5099.1,"yes",28,1
"Jove-Adult","self-employed","married","professional.course","no","yes","no","telephone","jun","tue",775,3,"No","nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes",30,0
"Jove-Adult","management","married","university.degree","no","no","no","cellular","nov","tue",1122,2,"No","failure",-0.1,93.2,-42,4.153,5195.8,"yes",40,1
"Jove-Adult","blue-collar","divorced","basic","no","no","no","cellular","may","fri",409,1,"No","failure",-1.8,92.893,-46.2,1.25,5099.1,"yes",35,1
"Adult","unemployed","married","basic",NA,"no","no","cellular","jul","fri",1649,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",46,1
"Adult","blue-collar","married","basic","no","no","no","cellular","may","wed",667,2,"No","nonexistent",-1.8,92.893,-46.2,1.334,5099.1,"yes",52,0
"Jove-Adult","admin.","divorced","university.degree","no","no","no","cellular","nov","tue",453,1,"No","nonexistent",-0.1,93.2,-42,4.153,5195.8,"yes",30,0
"Jove-Adult","unemployed","single","university.degree","no","no","no","cellular","may","fri",288,2,"No","nonexistent",-1.8,92.893,-46.2,1.259,5099.1,"yes",37,0
"Jove-Adult","unemployed","married","high.school","no","no","no","cellular","apr","thu",567,2,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",32,0
"Adult","services","married","high.school",NA,"yes","no","cellular","jul","fri",946,3,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",52,1
"Jove-Adult","services","divorced","high.school","no","yes","yes","cellular","apr","tue",895,1,"No","nonexistent",-1.8,93.075,-47.1,1.453,5099.1,"yes",44,0
"Jove-Adult","technician","divorced","university.degree","no","yes","yes","cellular","aug","thu",526,1,"No","nonexistent",1.4,93.444,-36.1,4.968,5228.1,"yes",34,0
"Jove","admin.","single","high.school","no","yes","no","cellular","jul","thu",476,4,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",25,0
"Jove-Adult","blue-collar","single","basic","no","yes","no","cellular","may","mon",265,2,"Yes","success",-1.8,92.893,-46.2,1.354,5099.1,"yes",35,0
"Adult","blue-collar","married","high.school",NA,"no","no","telephone","jun","mon",777,4,"No","nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",52,1
"Jove","services","single","high.school","no","no","no","cellular","may","thu",646,5,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",25,0
"Adult","unemployed","married","basic","no","yes","no","cellular","aug","tue",1134,1,"No","nonexistent",1.4,93.444,-36.1,4.966,5228.1,"yes",52,0
"Jove","admin.","single","professional.course","no","yes","no","cellular","apr","mon",97,1,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",24,0
"Jove-Adult","blue-collar","married","basic","no","yes","no","cellular","jul","mon",788,2,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",35,0
"Jove","unemployed","single","university.degree","no","yes","yes","cellular","apr","tue",278,3,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",19,1
"Jove-Adult","technician","married","professional.course","no","no","no","cellular","apr","thu",285,1,"No","nonexistent",-1.8,93.075,-47.1,1.41,5099.1,"yes",33,0
"Adult","services","divorced","high.school",NA,"yes","yes","cellular","nov","mon",652,2,"No","failure",-0.1,93.2,-42,4.191,5195.8,"yes",52,2
"Adult","technician","married","professional.course","no","no","no","cellular","apr","tue",279,1,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",46,0
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","apr","tue",161,1,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",30,0
"Adult","admin.","married","university.degree","no","no","no","cellular","aug","tue",958,5,"No","nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes",49,0
"Jove-Adult","services","divorced","high.school","no","yes","no","telephone","jun","fri",685,3,"No","nonexistent",1.4,94.465,-41.8,4.967,5228.1,"yes",40,0
"Jove-Adult","unemployed","single","university.degree","no","no","yes","cellular","may","thu",647,4,"No","nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"yes",28,0
"Adult","blue-collar","married","high.school","no","yes","yes","telephone","jun","thu",677,3,"No","nonexistent",1.4,94.465,-41.8,4.955,5228.1,"yes",48,0
"Jove-Adult","admin.","married","high.school","no","yes","yes","cellular","jul","mon",615,2,"No","nonexistent",1.4,93.918,-42.7,4.96,5228.1,"yes",40,0
"Adult","management","married","university.degree","no","yes","no","cellular","nov","thu",1503,2,"No","nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",46,1
"Adult","technician","married","university.degree","no","yes","no","telephone","aug","mon",652,2,"No","nonexistent",1.4,93.444,-36.1,4.97,5228.1,"yes",54,0
"Jove-Adult","blue-collar","single","basic","no","no","no","telephone","may","fri",688,1,"No","nonexistent",1.1,93.994,-36.4,4.859,5191,"yes",26,0
"Adult","admin.","married","university.degree","no","yes","no","cellular","apr","tue",158,2,"Yes","success",-1.8,93.075,-47.1,1.405,5099.1,"yes",53,0
"Jove-Adult","admin.","married","high.school","no","no","no","cellular","jul","fri",735,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",44,1
"Jove-Adult","unemployed","married","basic","no","no","no","telephone","jun","thu",500,2,"No","nonexistent",1.4,94.465,-41.8,4.961,5228.1,"yes",42,0
"Jove","unemployed","single","basic","no","no","no","cellular","mar","tue",136,1,"No","nonexistent",-1.8,92.843,-50,1.556,5099.1,"yes",19,0
"Jove","blue-collar","single","basic","no","yes","no","cellular","may","mon",657,1,"No","nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",23,0
"Adult","unemployed","married","basic","no","no","no","telephone","may","wed",689,2,"No","nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"yes",58,0
"Jove-Adult","management","divorced","university.degree","no","no","no","cellular","aug","wed",649,1,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",39,0
"Jove-Adult","admin.","single","university.degree","no","yes","no","cellular","apr","thu",261,1,"No","nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"yes",37,0
"Jove","blue-collar","married","basic","no","yes","no","cellular","jul","wed",781,1,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",24,2
"Jove-Adult","management","married","university.degree","no","no","no","telephone","jun","wed",771,2,"No","nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes",28,0
"Jove-Adult","self-employed","married","professional.course","no","yes","no","telephone","jun","fri",291,5,"No","nonexistent",1.4,94.465,-41.8,4.959,5228.1,"yes",42,0
"Jove-Adult","self-employed","married","basic","no","no","no","telephone","may","tue",300.81440114272,2,"No","nonexistent",1.1,93.994,-36.4,4.857,5191,"yes",30,1
"Jove-Adult","management","single","university.degree","no","yes","no","cellular","mar","tue",106,1,"No","nonexistent",-1.8,92.843,-50,1.687,5099.1,"yes",32,0
"Adult","technician","married","university.degree","no","yes","no","cellular","aug","wed",512,5,"No","nonexistent",1.4,93.444,-36.1,4.964,5228.1,"yes",51,0
"Adult","blue-collar","married","basic","no","no","no","cellular","may","tue",690,1,"No","nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"yes",59,0
"Jove-Adult","admin.","married","university.degree","no","no","no","cellular","jul","thu",1142,5,"No","nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes",42,0
"Adult","unemployed","single","basic","no","yes","no","telephone","jul","fri",279,4,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",46,1
"Adult","technician","married","high.school","no","no","no","telephone","oct","thu",234,1,"No","nonexistent",-0.1,93.798,-40.4,4.794,5195.8,"yes",56,0
"Gran","unemployed","divorced","university.degree","no","yes","no","cellular","apr","tue",207,2,"No","nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes",69,0
"Adult","unemployed","single","professional.course","no","yes","no","cellular","apr","wed",1288,3,"No","nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes",58,0
"Jove-Adult","admin.","single","high.school","no","no","no","cellular","nov","wed",511,1,"No","nonexistent",-0.1,93.2,-42,4.12,5195.8,"yes",31,0
"Adult","unemployed","married","high.school","no","yes","no","cellular","jul","fri",1448,2.7080929093645,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",59,1
"Jove","admin.","single","professional.course","no","yes","no","cellular","jul","wed",902,2,"No","nonexistent",1.4,93.918,-42.7,4.963,5228.1,"yes",23,0
"Jove-Adult","admin.","single","university.degree","no","no","no","telephone","jun","mon",498,2,"No","nonexistent",1.4,94.465,-41.8,4.958,5228.1,"yes",40,0
"Adult","admin.","single","university.degree","no","yes","no","cellular","may","mon",801,5,"No","failure",-1.8,92.893,-46.2,1.244,5099.1,"yes",46,1
"Jove-Adult","services","married","high.school","no","yes","no","cellular","apr","thu",900,2,"No","failure",-1.8,93.075,-47.1,1.365,5099.1,"yes",33,1
"Jove-Adult","management","divorced","university.degree","no","no","no","cellular","nov","thu",370,2,"No","nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",34,0
"Jove-Adult","admin.","married","high.school",NA,"no","no","cellular","jul","mon",1336,4,"No","nonexistent",1.4,93.918,-42.7,4.962,5228.1,"yes",35,1
"Jove-Adult","blue-collar","married","basic","no","no","no","telephone","jun","mon",230,3,"No","nonexistent",1.4,94.465,-41.8,4.865,5228.1,"yes",26,0
"Jove-Adult","technician","single","professional.course","no","yes","no","telephone","jun","wed",1255,1,"No","nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes",41,0
"Jove-Adult","admin.","single","professional.course","no","yes","no","telephone","may","wed",565,1,"No","nonexistent",1.1,93.994,-36.4,4.858,5191,"yes",45,0
"Adult","unemployed","married","basic","no","yes","no","cellular","apr","fri",117,1,"No","nonexistent",-1.8,93.075,-47.1,1.479,5099.1,"yes",54,1
"Jove-Adult","admin.","single","university.degree","no","no","no","cellular","jul","thu",727,2,"No","nonexistent",1.4,93.918,-42.7,4.968,5228.1,"yes",28,0
